APP_ID_C,target
app_109034,0.028317211
app_109035,0.03698438
app_109036,0.052173067
app_109037,0.0029636754
app_109038,0.009000367
app_109039,0.007708194
app_109040,0.028353248
app_109041,0.0052409493
app_109042,0.010117442
app_109043,0.003943284
app_109044,0.010117442
app_109045,0.010114296
app_109046,0.011307664
app_109047,0.042548098
app_109048,0.023020893
app_109049,0.025569556
app_109050,0.012032543
app_109051,0.028317211
app_109052,0.020662302
app_109053,0.020662302
app_109054,0.011546911
app_109055,0.0034013174
app_109056,0.015188421
app_109057,0.03367538
app_109058,0.01263093
app_109059,0.050083317
app_109060,0.00802042
app_109061,0.003442238
app_109062,0.06580457
app_109063,0.028317211
app_109064,0.06874607
app_109065,0.010117442
app_109066,0.019388426
app_109067,0.02178022
app_109068,0.008247834
app_109069,0.01076272
app_109070,0.023301924
app_109071,0.0071754926
app_109072,0.012011453
app_109073,0.014872721
app_109074,0.017584436
app_109075,0.010117442
app_109076,0.01724479
app_109077,0.019261403
app_109078,0.0046292366
app_109079,0.003008249
app_109080,0.02553236
app_109081,0.01623833
app_109082,0.031955346
app_109083,0.059768524
app_109084,0.17317025
app_109085,0.005117311
app_109086,0.0019985104
app_109087,0.016607976
app_109088,0.022069167
app_109089,0.012363885
app_109090,0.030849567
app_109091,0.002207913
app_109092,0.012159644
app_109093,0.023687398
app_109094,0.01484958
app_109095,0.028317211
app_109096,0.0074921106
app_109097,0.015936082
app_109098,0.027153116
app_109099,0.012230003
app_109100,0.03031362
app_109101,0.008975553
app_109102,0.027300084
app_109103,0.022928469
app_109104,0.04036493
app_109105,0.03548011
app_109106,0.028317211
app_109107,0.027192608
app_109108,0.026033057
app_109109,0.035709504
app_109110,0.01560423
app_109111,0.010650863
app_109112,0.005430689
app_109113,0.040750034
app_109114,0.012033003
app_109115,0.023740344
app_109116,0.031590674
app_109117,0.010373256
app_109118,0.033845518
app_109119,0.0022858386
app_109120,0.029799111
app_109121,0.0051539624
app_109122,0.011879919
app_109123,0.0390401
app_109124,0.0061574695
app_109125,0.030728575
app_109126,0.023977604
app_109127,0.022928469
app_109128,0.009881358
app_109129,0.039780676
app_109130,0.019493857
app_109131,0.006552949
app_109132,0.09561692
app_109133,0.008448786
app_109134,0.002484156
app_109135,0.006033794
app_109136,0.027153116
app_109137,0.015910154
app_109138,0.008524266
app_109139,0.0071107857
app_109140,0.054476548
app_109141,0.030728575
app_109142,0.00475652
app_109143,0.002838698
app_109144,0.031085081
app_109145,0.027153116
app_109146,0.026179137
app_109147,0.07916801
app_109148,0.0044360813
app_109149,0.011886907
app_109150,0.11837469
app_109151,0.0064990334
app_109152,0.03139615
app_109153,0.021554291
app_109154,0.01887502
app_109155,0.0010339229
app_109156,0.03519541
app_109157,0.0022180818
app_109158,0.002001758
app_109159,0.015632097
app_109160,0.01288335
app_109161,0.012018171
app_109162,0.04745953
app_109163,0.023212569
app_109164,0.012103749
app_109165,0.012254924
app_109166,0.008389731
app_109167,0.013073891
app_109168,0.003356425
app_109169,0.036686637
app_109170,0.028317211
app_109171,0.017543312
app_109172,0.014989008
app_109173,0.05137053
app_109174,0.0016509332
app_109175,0.024220895
app_109176,0.02662887
app_109177,0.010770501
app_109178,0.0055270754
app_109179,0.057020497
app_109180,0.024892708
app_109181,0.020394744
app_109182,0.028317211
app_109183,0.026053775
app_109184,0.016761057
app_109185,0.013354502
app_109186,0.007497047
app_109187,0.023475384
app_109188,0.077707455
app_109189,0.008524266
app_109190,0.026821733
app_109191,0.015477528
app_109192,0.028317211
app_109193,0.0029928659
app_109194,0.022652803
app_109195,0.015771113
app_109196,0.029212985
app_109197,0.059692495
app_109198,0.0045032403
app_109199,0.0021049108
app_109200,0.005038193
app_109201,0.028317211
app_109202,0.054286417
app_109203,0.011546911
app_109204,0.02661429
app_109205,0.019201094
app_109206,0.0073616263
app_109207,0.046417166
app_109208,0.006699327
app_109209,0.010273808
app_109210,0.02613595
app_109211,0.011137773
app_109212,0.0073011704
app_109213,0.02505523
app_109214,0.017660595
app_109215,0.008319763
app_109216,0.0047601084
app_109217,0.028317211
app_109218,0.0045236754
app_109219,0.025058473
app_109220,0.015323261
app_109221,0.011546911
app_109222,0.011735146
app_109223,0.010456127
app_109224,0.031936973
app_109225,0.03076388
app_109226,0.09093118
app_109227,0.0020723094
app_109228,0.018285584
app_109229,0.0023317935
app_109230,0.035343226
app_109231,0.02661429
app_109232,0.030258559
app_109233,0.002283203
app_109234,0.0074392906
app_109235,0.028317211
app_109236,0.0364277
app_109237,0.021167114
app_109238,0.028317211
app_109239,0.028317211
app_109240,0.012304738
app_109241,0.0051928135
app_109242,0.04333489
app_109243,0.0041024317
app_109244,0.018431792
app_109245,0.0043067695
app_109246,0.0042404393
app_109247,0.022928469
app_109248,0.03802699
app_109249,0.0047097
app_109250,0.03549356
app_109251,0.016377341
app_109252,0.020963423
app_109253,0.0054224874
app_109254,0.028317211
app_109255,0.06757303
app_109256,0.16935122
app_109257,0.009425407
app_109258,0.03802699
app_109259,0.04188311
app_109260,0.028317211
app_109261,0.028317211
app_109262,0.06809441
app_109263,0.01690262
app_109264,0.0055248854
app_109265,0.019761499
app_109266,0.0165108
app_109267,0.011546911
app_109268,0.016605508
app_109269,0.0030233345
app_109270,0.100569524
app_109271,0.022535749
app_109272,0.028317211
app_109273,0.027153116
app_109274,0.05561302
app_109275,0.021901662
app_109276,0.015463422
app_109277,0.021190546
app_109278,0.012089657
app_109279,0.05464537
app_109280,0.015196475
app_109281,0.013100607
app_109282,0.02198089
app_109283,0.008445823
app_109284,0.0037555974
app_109285,0.0039685154
app_109286,0.011826582
app_109287,0.027102595
app_109288,0.021554291
app_109289,0.09561692
app_109290,0.028162904
app_109291,0.012604934
app_109292,0.0057535376
app_109293,0.0079148365
app_109294,0.004697761
app_109295,0.02198089
app_109296,0.02553236
app_109297,0.009978646
app_109298,0.028317211
app_109299,0.03139615
app_109300,0.022928469
app_109301,0.0070787645
app_109302,0.07290142
app_109303,0.028317211
app_109304,0.028938197
app_109305,0.0140006635
app_109306,0.012960312
app_109307,0.01572884
app_109308,0.0076565803
app_109309,0.07916801
app_109310,0.0053005223
app_109311,0.0033251005
app_109312,0.03088384
app_109313,0.01874933
app_109314,0.029229201
app_109315,0.001323456
app_109316,0.030728575
app_109317,0.028317211
app_109318,0.012103749
app_109319,0.015755452
app_109320,0.0014015223
app_109321,0.02662887
app_109322,0.024491088
app_109323,0.0031441867
app_109324,0.021901809
app_109325,0.0014584013
app_109326,0.023074193
app_109327,0.0057587936
app_109328,0.013617197
app_109329,0.005038193
app_109330,0.01637261
app_109331,0.014989008
app_109332,0.028317211
app_109333,0.01572698
app_109334,0.005080531
app_109335,0.022928469
app_109336,0.016964829
app_109337,0.008644607
app_109338,0.013940169
app_109339,0.021310318
app_109340,0.02553236
app_109341,0.008645829
app_109342,0.033119783
app_109343,0.008006304
app_109344,0.01835232
app_109345,0.017012138
app_109346,0.014068859
app_109347,0.021520438
app_109348,0.08630204
app_109349,0.001371138
app_109350,0.0018245983
app_109351,0.015287429
app_109352,0.032520812
app_109353,0.07686911
app_109354,0.005935133
app_109355,0.008047643
app_109356,0.016100993
app_109357,0.007656877
app_109358,0.0139534995
app_109359,0.022928469
app_109360,0.0038726123
app_109361,0.03253774
app_109362,0.027153116
app_109363,0.037960064
app_109364,0.028317211
app_109365,0.026971161
app_109366,0.008125843
app_109367,0.027153116
app_109368,0.03456616
app_109369,0.040125266
app_109370,0.020401157
app_109371,0.033924628
app_109372,0.009158612
app_109373,0.05873465
app_109374,0.01466659
app_109375,0.003935
app_109376,0.0034634003
app_109377,0.004016013
app_109378,0.0033293748
app_109379,0.012597013
app_109380,0.016731722
app_109381,0.026543712
app_109382,0.015831284
app_109383,0.03139615
app_109384,0.007912624
app_109385,0.031484567
app_109386,0.016836544
app_109387,0.015588629
app_109388,0.0016100814
app_109389,0.03139615
app_109390,0.009930028
app_109391,0.027153116
app_109392,0.009424139
app_109393,0.024095291
app_109394,0.010450203
app_109395,0.026388519
app_109396,0.024723211
app_109397,0.005755521
app_109398,0.0025147076
app_109399,0.0053925104
app_109400,0.02662887
app_109401,0.005365174
app_109402,0.028317211
app_109403,0.0054715397
app_109404,0.03698438
app_109405,0.008154308
app_109406,0.05638809
app_109407,0.026522005
app_109408,0.028317211
app_109409,0.017506646
app_109410,0.03207767
app_109411,0.023345789
app_109412,0.018352853
app_109413,0.042133532
app_109414,0.015377163
app_109415,0.027756521
app_109416,0.01851914
app_109417,0.0016066051
app_109418,0.07625942
app_109419,0.028317211
app_109420,0.11974984
app_109421,0.003879039
app_109422,0.011293035
app_109423,0.025015812
app_109424,0.028317211
app_109425,0.003184979
app_109426,0.01155559
app_109427,0.0068416125
app_109428,0.024560856
app_109429,0.028317211
app_109430,0.027192608
app_109431,0.027546922
app_109432,0.03415139
app_109433,0.012740144
app_109434,0.006834323
app_109435,0.016846526
app_109436,0.022430418
app_109437,0.06594371
app_109438,0.0027123091
app_109439,0.02662887
app_109440,0.020662302
app_109441,0.049037676
app_109442,0.019915484
app_109443,0.0006173071
app_109444,0.008389731
app_109445,0.015068701
app_109446,0.012995555
app_109447,0.033697255
app_109448,0.03341093
app_109449,0.01581428
app_109450,0.019414268
app_109451,0.021735266
app_109452,0.017562522
app_109453,0.013374236
app_109454,0.0442219
app_109455,0.042772207
app_109456,0.0084168445
app_109457,0.012074171
app_109458,0.016399248
app_109459,0.028317211
app_109460,0.04490129
app_109461,0.034574922
app_109462,0.075725324
app_109463,0.001835169
app_109464,0.01356853
app_109465,0.06911644
app_109466,0.024422409
app_109467,0.016533928
app_109468,0.06911644
app_109469,0.03409705
app_109470,0.0084168445
app_109471,0.06911644
app_109472,0.01288335
app_109473,0.0313684
app_109474,0.0042608497
app_109475,0.024000445
app_109476,0.120048486
app_109477,0.022928469
app_109478,0.028317211
app_109479,0.0023984918
app_109480,0.023345789
app_109481,0.011019254
app_109482,0.005365174
app_109483,0.012114325
app_109484,0.03781903
app_109485,0.008006304
app_109486,0.027192608
app_109487,0.022928469
app_109488,0.011314009
app_109489,0.0738608
app_109490,0.017845796
app_109491,0.081599236
app_109492,0.02198089
app_109493,0.027153116
app_109494,0.009867828
app_109495,0.010117442
app_109496,0.03575745
app_109497,0.027153116
app_109498,0.004863354
app_109499,0.028317211
app_109500,0.033924628
app_109501,0.028317211
app_109502,0.0072700116
app_109503,0.0022887744
app_109504,0.0023692395
app_109505,0.006573622
app_109506,0.005622832
app_109507,0.023411429
app_109508,0.011431339
app_109509,0.010777468
app_109510,0.023345789
app_109511,0.025934605
app_109512,0.017180452
app_109513,0.0326554
app_109514,0.00439164
app_109515,0.024095291
app_109516,0.027153116
app_109517,0.011293035
app_109518,0.020950621
app_109519,0.013678666
app_109520,0.028327052
app_109521,0.02896934
app_109522,0.010847293
app_109523,0.002774379
app_109524,0.022928469
app_109525,0.01999092
app_109526,0.009198795
app_109527,0.16040395
app_109528,0.028317211
app_109529,0.023523217
app_109530,0.011546911
app_109531,0.023301924
app_109532,0.013153182
app_109533,0.00073148
app_109534,0.076077156
app_109535,0.0063349046
app_109536,0.017166303
app_109537,0.052315146
app_109538,0.03688204
app_109539,0.027639696
app_109540,0.030801374
app_109541,0.01288335
app_109542,0.010785316
app_109543,0.01651801
app_109544,0.0048200367
app_109545,0.0023350704
app_109546,0.03729646
app_109547,0.04361108
app_109548,0.02232373
app_109549,0.048793968
app_109550,0.036614947
app_109551,0.028317211
app_109552,0.010847293
app_109553,0.012932897
app_109554,0.020662302
app_109555,0.006411447
app_109556,0.0562336
app_109557,0.030162703
app_109558,0.008077694
app_109559,0.010847293
app_109560,0.012315991
app_109561,0.028062059
app_109562,0.012758995
app_109563,0.0054715397
app_109564,0.0050681694
app_109565,0.027342958
app_109566,0.010847293
app_109567,0.038975276
app_109568,0.027153116
app_109569,0.04266729
app_109570,0.005129359
app_109571,0.0022813245
app_109572,0.0026013437
app_109573,0.071130045
app_109574,0.00529922
app_109575,0.009456631
app_109576,0.023301924
app_109577,0.07916801
app_109578,0.025569556
app_109579,0.020560818
app_109580,0.006880134
app_109581,0.009000387
app_109582,0.013861484
app_109583,0.03519541
app_109584,0.006592513
app_109585,0.028317211
app_109586,0.001274472
app_109587,0.10123782
app_109588,0.010847293
app_109589,0.0041243425
app_109590,0.016517026
app_109591,0.00440441
app_109592,0.053119272
app_109593,0.02662887
app_109594,0.011150063
app_109595,0.028171951
app_109596,0.025711168
app_109597,0.024384758
app_109598,0.03846941
app_109599,0.005146626
app_109600,0.007277328
app_109601,0.027192608
app_109602,0.067367375
app_109603,0.028317211
app_109604,0.005038193
app_109605,0.046598047
app_109606,0.021723097
app_109607,0.0077025467
app_109608,0.016180433
app_109609,0.004983802
app_109610,0.014566068
app_109611,0.028317211
app_109612,0.013124803
app_109613,0.05585004
app_109614,0.028317211
app_109615,0.01628351
app_109616,0.008994354
app_109617,0.014051057
app_109618,0.02178022
app_109619,0.026793852
app_109620,0.0064884387
app_109621,0.027947169
app_109622,0.010847293
app_109623,0.02662887
app_109624,0.008978354
app_109625,0.059280206
app_109626,0.0046011847
app_109627,0.027153116
app_109628,0.008568901
app_109629,0.01168592
app_109630,0.021945106
app_109631,0.094319545
app_109632,0.029067358
app_109633,0.017113294
app_109634,0.028317211
app_109635,0.029290352
app_109636,0.009009557
app_109637,0.044227432
app_109638,0.007390865
app_109639,0.030572904
app_109640,0.0014201386
app_109641,0.0201437
app_109642,0.034639418
app_109643,0.015851906
app_109644,0.02586506
app_109645,0.0024247528
app_109646,0.006125518
app_109647,0.061601274
app_109648,0.006218354
app_109649,0.0022816544
app_109650,0.007325881
app_109651,0.0061008255
app_109652,0.005325081
app_109653,0.022720737
app_109654,0.010847293
app_109655,0.015127993
app_109656,0.009435091
app_109657,0.0137628745
app_109658,0.015514211
app_109659,0.018059824
app_109660,0.027153116
app_109661,0.027546922
app_109662,0.012667634
app_109663,0.024892708
app_109664,0.027153116
app_109665,0.000910967
app_109666,0.04105979
app_109667,0.010847293
app_109668,0.02662887
app_109669,0.0074987044
app_109670,0.005821673
app_109671,0.02553236
app_109672,0.0048305034
app_109673,0.04572912
app_109674,0.021400413
app_109675,0.0073670847
app_109676,0.008433034
app_109677,0.04105979
app_109678,0.022928469
app_109679,0.011015414
app_109680,0.0019277501
app_109681,0.0053951377
app_109682,0.007641114
app_109683,0.015281328
app_109684,0.010420045
app_109685,0.039569777
app_109686,0.016693655
app_109687,0.017145166
app_109688,0.01744479
app_109689,0.020662302
app_109690,0.028317211
app_109691,0.014371572
app_109692,0.0099929245
app_109693,0.025194068
app_109694,0.028317211
app_109695,0.008485841
app_109696,0.05016516
app_109697,0.027153116
app_109698,0.015477528
app_109699,0.017847594
app_109700,0.021554291
app_109701,0.0018283876
app_109702,0.02945949
app_109703,0.027153116
app_109704,0.010437695
app_109705,0.023439927
app_109706,0.0726819
app_109707,0.022928469
app_109708,0.040803704
app_109709,0.028317211
app_109710,0.008191772
app_109711,0.0074290447
app_109712,0.0149850175
app_109713,0.010420639
app_109714,0.03397479
app_109715,0.010849809
app_109716,0.0059210435
app_109717,0.024577951
app_109718,0.008978354
app_109719,0.040008835
app_109720,0.027499
app_109721,0.053896993
app_109722,0.055337265
app_109723,0.018943723
app_109724,0.024791582
app_109725,0.030262556
app_109726,0.030728575
app_109727,0.01200937
app_109728,0.043204546
app_109729,0.03253774
app_109730,0.004463534
app_109731,0.029302912
app_109732,0.014543266
app_109733,0.011028643
app_109734,0.0075783925
app_109735,0.01560423
app_109736,0.010117442
app_109737,0.022928469
app_109738,0.016281538
app_109739,0.013429398
app_109740,0.022370756
app_109741,0.03201152
app_109742,0.022819456
app_109743,0.014599403
app_109744,0.033924628
app_109745,0.042942967
app_109746,0.06658032
app_109747,0.02662887
app_109748,0.042405706
app_109749,0.027153116
app_109750,0.011937639
app_109751,0.0731974
app_109752,0.016422007
app_109753,0.0056500225
app_109754,0.005365174
app_109755,0.021554291
app_109756,0.028317211
app_109757,0.007390865
app_109758,0.0099864695
app_109759,0.02662887
app_109760,0.03139615
app_109761,0.04880643
app_109762,0.016605508
app_109763,0.0086627165
app_109764,0.025858158
app_109765,0.01470295
app_109766,0.03387826
app_109767,0.01649813
app_109768,0.070746675
app_109769,0.025569556
app_109770,0.007841037
app_109771,0.00889012
app_109772,0.011008503
app_109773,0.0065382486
app_109774,0.03555446
app_109775,0.021377554
app_109776,0.028938197
app_109777,0.028317211
app_109778,0.013711572
app_109779,0.03251919
app_109780,0.029468361
app_109781,0.027153116
app_109782,0.005310895
app_109783,0.0041326294
app_109784,0.09903139
app_109785,0.025950383
app_109786,0.0014381483
app_109787,0.025009947
app_109788,0.0043284185
app_109789,0.00529735
app_109790,0.008485593
app_109791,0.00939788
app_109792,0.005846259
app_109793,0.02239903
app_109794,0.012204867
app_109795,0.022928469
app_109796,0.0016754422
app_109797,0.008978354
app_109798,0.0887126
app_109799,0.0068855085
app_109800,0.028317211
app_109801,0.010847293
app_109802,0.011057409
app_109803,0.010830329
app_109804,0.027342958
app_109805,0.01683769
app_109806,0.027153116
app_109807,0.0013377934
app_109808,0.030728575
app_109809,0.01943232
app_109810,0.008315806
app_109811,0.021375414
app_109812,0.0054962942
app_109813,0.0024567426
app_109814,0.008433034
app_109815,0.006642739
app_109816,0.003429956
app_109817,0.017582508
app_109818,0.015656393
app_109819,0.03139615
app_109820,0.047718685
app_109821,0.033447694
app_109822,0.002257508
app_109823,0.009808951
app_109824,0.017397456
app_109825,0.0042608497
app_109826,0.03139615
app_109827,0.02553236
app_109828,0.023946444
app_109829,0.025429642
app_109830,0.027153116
app_109831,0.03997582
app_109832,0.027015964
app_109833,0.009973894
app_109834,0.0012859342
app_109835,0.04105979
app_109836,0.06541202
app_109837,0.013258844
app_109838,0.0010511195
app_109839,0.0689606
app_109840,0.07916801
app_109841,0.017642
app_109842,0.08664525
app_109843,0.0063915937
app_109844,0.02198089
app_109845,0.013574844
app_109846,0.024095291
app_109847,0.002226603
app_109848,0.007555049
app_109849,0.009279514
app_109850,0.0060601695
app_109851,0.14105551
app_109852,0.011838129
app_109853,0.024598297
app_109854,0.0022807287
app_109855,0.089731365
app_109856,0.011035625
app_109857,0.06967467
app_109858,0.02662887
app_109859,0.02553236
app_109860,0.006846176
app_109861,0.0057771397
app_109862,0.010688578
app_109863,0.0041333595
app_109864,0.012697697
app_109865,0.003236843
app_109866,0.01874933
app_109867,0.021513987
app_109868,0.033236682
app_109869,0.010117442
app_109870,0.01116878
app_109871,0.03335327
app_109872,0.009781862
app_109873,0.0015047085
app_109874,0.035100844
app_109875,0.009647911
app_109876,0.011293035
app_109877,0.033747803
app_109878,0.005197754
app_109879,0.024888538
app_109880,0.00234149
app_109881,0.07916801
app_109882,0.011740611
app_109883,0.0061340383
app_109884,0.03201152
app_109885,0.005365174
app_109886,0.0738608
app_109887,0.0152872205
app_109888,0.028317211
app_109889,0.02662887
app_109890,0.018884718
app_109891,0.036686637
app_109892,0.018917138
app_109893,0.055576816
app_109894,0.036165923
app_109895,0.023345789
app_109896,0.014255314
app_109897,0.023301924
app_109898,0.02887231
app_109899,0.024892708
app_109900,0.024095291
app_109901,0.051603418
app_109902,0.015225253
app_109903,0.019885505
app_109904,0.016321117
app_109905,0.0018853194
app_109906,0.0058264798
app_109907,0.02553236
app_109908,0.009757989
app_109909,0.043703936
app_109910,0.017180452
app_109911,0.012206488
app_109912,0.014234491
app_109913,0.021358738
app_109914,0.040171232
app_109915,0.001596666
app_109916,0.02198089
app_109917,0.015304579
app_109918,0.006011235
app_109919,0.005946667
app_109920,0.022928469
app_109921,0.0026828833
app_109922,0.011936244
app_109923,0.010149901
app_109924,0.07916801
app_109925,0.00973851
app_109926,0.028317211
app_109927,0.013374236
app_109928,0.03324336
app_109929,0.023475384
app_109930,0.0052101784
app_109931,0.0024170051
app_109932,0.028317211
app_109933,0.012407379
app_109934,0.025374059
app_109935,0.0047457335
app_109936,0.013054426
app_109937,0.028317211
app_109938,0.027153116
app_109939,0.012591006
app_109940,0.007941543
app_109941,0.00913872
app_109942,0.04375786
app_109943,0.023345789
app_109944,0.036595188
app_109945,0.016605508
app_109946,0.0038616941
app_109947,0.03518196
app_109948,0.027153116
app_109949,0.008006304
app_109950,0.022928469
app_109951,0.028062059
app_109952,0.003935
app_109953,0.018307712
app_109954,0.02553236
app_109955,0.027153116
app_109956,0.023980493
app_109957,0.024798274
app_109958,0.010849733
app_109959,0.026804646
app_109960,0.017301546
app_109961,0.014333883
app_109962,0.005149129
app_109963,0.011546911
app_109964,0.007927059
app_109965,0.028122129
app_109966,0.0023297356
app_109967,0.011498005
app_109968,0.02553236
app_109969,0.03242428
app_109970,0.008006304
app_109971,0.01560423
app_109972,0.026820138
app_109973,0.03333554
app_109974,0.01288335
app_109975,0.0005620029
app_109976,0.0008946267
app_109977,0.015194106
app_109978,0.012719995
app_109979,0.1682612
app_109980,0.022928469
app_109981,0.011489098
app_109982,0.0014205578
app_109983,0.008978354
app_109984,0.023081526
app_109985,0.057235707
app_109986,0.020431105
app_109987,0.004611104
app_109988,0.040803704
app_109989,0.0324736
app_109990,0.0013614718
app_109991,0.0237185
app_109992,0.028317211
app_109993,0.013905276
app_109994,0.014083808
app_109995,0.0011620275
app_109996,0.017166303
app_109997,0.026908932
app_109998,0.028317211
app_109999,0.020429812
app_110000,0.0026148765
app_110001,0.010641983
app_110002,0.0026004296
app_110003,0.03600953
app_110004,0.0049587903
app_110005,0.077707455
app_110006,0.02147524
app_110007,0.016046183
app_110008,0.005737282
app_110009,0.0042608497
app_110010,0.0042608497
app_110011,0.0042608497
app_110012,0.024844553
app_110013,0.008503367
app_110014,0.014103154
app_110015,0.033229273
app_110016,0.04519889
app_110017,0.004216939
app_110018,0.030265389
app_110019,0.010039915
app_110020,0.027153116
app_110021,0.025934605
app_110022,0.015272957
app_110023,0.026598446
app_110024,0.03456616
app_110025,0.0077703167
app_110026,0.013389668
app_110027,0.014234491
app_110028,0.012063278
app_110029,0.005186085
app_110030,0.009707949
app_110031,0.014306551
app_110032,0.028317211
app_110033,0.016573535
app_110034,0.009224389
app_110035,0.041019674
app_110036,0.0055885655
app_110037,0.06271099
app_110038,0.004541839
app_110039,0.0080393115
app_110040,0.035984885
app_110041,0.013915099
app_110042,0.0128399255
app_110043,0.028317211
app_110044,0.007939395
app_110045,0.004547674
app_110046,0.010777382
app_110047,0.020662302
app_110048,0.15263511
app_110049,0.030133953
app_110050,0.027153116
app_110051,0.034317184
app_110052,0.007957853
app_110053,0.02203529
app_110054,0.0050709397
app_110055,0.015463422
app_110056,0.015587993
app_110057,0.004648619
app_110058,0.02662887
app_110059,0.0035318527
app_110060,0.018452123
app_110061,0.04403334
app_110062,0.016775498
app_110063,0.0044785645
app_110064,0.003662661
app_110065,0.018794127
app_110066,0.03698438
app_110067,0.02662887
app_110068,0.03139615
app_110069,0.02952982
app_110070,0.005811564
app_110071,0.056850784
app_110072,0.022928469
app_110073,0.022565242
app_110074,0.022928469
app_110075,0.029130569
app_110076,0.0115897395
app_110077,0.027153116
app_110078,0.0076452154
app_110079,0.016146146
app_110080,0.0060899034
app_110081,0.03030448
app_110082,0.054382864
app_110083,0.05995577
app_110084,0.028317211
app_110085,0.022339262
app_110086,0.028317211
app_110087,0.004576066
app_110088,0.010117442
app_110089,0.024095291
app_110090,0.00792349
app_110091,0.024095291
app_110092,0.02047342
app_110093,0.02662887
app_110094,0.02178022
app_110095,0.026226029
app_110096,0.02952982
app_110097,0.0081546325
app_110098,0.011718528
app_110099,0.04519889
app_110100,0.020920658
app_110101,0.046226885
app_110102,0.002414879
app_110103,0.0014295242
app_110104,0.018853905
app_110105,0.008165968
app_110106,0.012893263
app_110107,0.028317211
app_110108,0.011209286
app_110109,0.003074794
app_110110,0.03881083
app_110111,0.008524395
app_110112,0.033267707
app_110113,0.011546911
app_110114,0.011293035
app_110115,0.036973666
app_110116,0.002678735
app_110117,0.008568257
app_110118,0.005715714
app_110119,0.000931711
app_110120,0.0071305716
app_110121,0.008524266
app_110122,0.012679739
app_110123,0.00078019314
app_110124,0.012468445
app_110125,0.03253774
app_110126,0.041875143
app_110127,0.028317211
app_110128,0.043204546
app_110129,0.026971161
app_110130,0.11507958
app_110131,0.0025892942
app_110132,0.02491022
app_110133,0.025934605
app_110134,0.011132448
app_110135,0.03139615
app_110136,0.02752073
app_110137,0.036486868
app_110138,0.02543683
app_110139,0.010953779
app_110140,0.049109664
app_110141,0.065836415
app_110142,0.02553236
app_110143,0.022928469
app_110144,0.021177724
app_110145,0.023298899
app_110146,0.030679192
app_110147,0.04525845
app_110148,0.035708603
app_110149,0.011366465
app_110150,0.029017823
app_110151,0.027342958
app_110152,0.048068736
app_110153,0.018431792
app_110154,0.016605508
app_110155,0.023102017
app_110156,0.003195346
app_110157,0.05293811
app_110158,0.016074726
app_110159,0.00033597238
app_110160,0.008978354
app_110161,0.016628446
app_110162,0.012036076
app_110163,0.008467129
app_110164,0.017612917
app_110165,0.013354502
app_110166,0.0041329316
app_110167,0.09561692
app_110168,0.008657002
app_110169,0.08181717
app_110170,0.033440888
app_110171,0.021788858
app_110172,0.0012402176
app_110173,0.03988251
app_110174,0.0033130948
app_110175,0.023119232
app_110176,0.017654136
app_110177,0.08404665
app_110178,0.036686637
app_110179,0.014441098
app_110180,0.006582839
app_110181,0.021269588
app_110182,0.01095272
app_110183,0.030265389
app_110184,0.0045212773
app_110185,0.0010367394
app_110186,0.014072847
app_110187,0.016234592
app_110188,0.028329454
app_110189,0.008568257
app_110190,0.015994865
app_110191,0.037066005
app_110192,0.0074789138
app_110193,0.21628873
app_110194,0.008978354
app_110195,0.012103749
